Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","CAN BUS, BATTERY MANAGEMENT SYSTEM, BMS",32,13,2026-05-16T19:22:44.551166+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","LITHIUM-ION, BMS, CAN BUS",18,8,2026-05-16T19:22:44.551238+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, EMBEDDED C++, LITHIUM-ION",33,28,2026-05-16T19:22:44.551322+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","AUTOSAR, BMS, ISO 26262",17,19,2026-05-16T19:22:44.551399+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, MATLAB, BATTERY MANAGEMENT SYSTEM",33,25,2026-05-16T19:22:44.551470+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, HIGH VOLTAGE, MATLAB",18,16,2026-05-16T19:22:44.551536+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, ISO 26262, BATTERY MANAGEMENT SYSTEM",31,8,2026-05-16T19:22:44.551623+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Southeast Michigan,"Battery management system Platforms, Cloud Infrastructure Services","BATTERY MANAGEMENT SYSTEM, LITHIUM-ION, AUTOSAR",32,12,2026-05-16T19:22:44.551695+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Southeast Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, BATTERY MANAGEMENT SYSTEM, AUTOSAR",28,10,2026-05-16T19:22:44.551764+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","SIMULINK, BATTERY MANAGEMENT SYSTEM, BMS",19,17,2026-05-16T19:22:44.551849+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, LITHIUM-ION, EMBEDDED C++",32,22,2026-05-16T19:22:44.551927+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",East Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, SIMULINK, HIGH VOLTAGE",34,22,2026-05-16T19:22:44.551994+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",North East Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, CAN BUS, EMBEDDED C++",34,18,2026-05-16T19:22:44.552082+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","ISO 26262, SIMULINK, BMS",15,24,2026-05-16T19:22:44.552156+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, SIMULINK, ISO 26262",26,18,2026-05-16T19:22:44.552232+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Upper Peninsula,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, LITHIUM-ION, AUTOSAR",24,13,2026-05-16T19:22:44.552304+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Northwest Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, CAN BUS, SIMULINK",21,14,2026-05-16T19:22:44.552391+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, EMBEDDED C++, HIGH VOLTAGE",25,21,2026-05-16T19:22:44.552463+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, LITHIUM-ION, AUTOSAR",17,14,2026-05-16T19:22:44.552542+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Battery management system Platforms, Cloud Infrastructure Services","BATTERY MANAGEMENT SYSTEM, LITHIUM-ION, AUTOSAR",22,19,2026-05-16T19:22:44.552631+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Southeast Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, EMBEDDED C++, MATLAB",15,19,2026-05-16T19:22:44.552712+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, AUTOSAR, MATLAB",33,14,2026-05-16T19:22:44.552792+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, SIMULINK, HIGH VOLTAGE",31,26,2026-05-16T19:22:44.552900+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, AUTOSAR, MATLAB",22,8,2026-05-16T19:22:44.552970+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Southeast Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, AUTOSAR, HIGH VOLTAGE",26,14,2026-05-16T19:22:44.553051+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, EMBEDDED C++, HIGH VOLTAGE",23,12,2026-05-16T19:22:44.553125+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Northwest Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, EMBEDDED C++, ISO 26262",20,11,2026-05-16T19:22:44.553205+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, CAN BUS, LITHIUM-ION",16,14,2026-05-16T19:22:44.553276+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, ISO 26262, SIMULINK",28,26,2026-05-16T19:22:44.553352+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Upper Peninsula,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, HIGH VOLTAGE, EMBEDDED C++",31,24,2026-05-16T19:22:44.553423+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, CAN BUS, LITHIUM-ION",31,21,2026-05-16T19:22:44.553510+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, ISO 26262, AUTOSAR",33,10,2026-05-16T19:22:44.553590+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","EMBEDDED C++, BMS, BATTERY MANAGEMENT SYSTEM",16,18,2026-05-16T19:22:44.553687+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Northwest Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, MATLAB, HIGH VOLTAGE",29,10,2026-05-16T19:22:44.553766+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, EMBEDDED C++, AUTOSAR",25,16,2026-05-16T19:22:44.553857+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Upper Peninsula,"Battery management system Platforms, Cloud Infrastructure Services","BATTERY MANAGEMENT SYSTEM, SIMULINK, LITHIUM-ION",20,26,2026-05-16T19:22:44.553932+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"High voltage Platforms, Cloud Infrastructure Services","HIGH VOLTAGE, SIMULINK, AUTOSAR",27,27,2026-05-16T19:22:44.554014+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, SIMULINK, ISO 26262",35,17,2026-05-16T19:22:44.554088+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, MATLAB, CAN BUS",27,22,2026-05-16T19:22:44.554169+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","CAN BUS, BMS, HIGH VOLTAGE",21,25,2026-05-16T19:22:44.554241+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, HIGH VOLTAGE, MATLAB",19,14,2026-05-16T19:22:44.554318+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, LITHIUM-ION, EMBEDDED C++",32,22,2026-05-16T19:22:44.554386+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",North East Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, EMBEDDED C++, MATLAB",15,22,2026-05-16T19:22:44.554462+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, HIGH VOLTAGE, MATLAB",31,21,2026-05-16T19:22:44.554533+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, LITHIUM-ION, MATLAB",26,10,2026-05-16T19:22:44.554593+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","ISO 26262, HIGH VOLTAGE, BMS",29,15,2026-05-16T19:22:44.554720+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","EMBEDDED C++, BMS, LITHIUM-ION",24,26,2026-05-16T19:22:44.554769+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Northwest Michigan,"High voltage Platforms, Cloud Infrastructure Services","HIGH VOLTAGE, MATLAB, ISO 26262",29,9,2026-05-16T19:22:44.554848+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, BATTERY MANAGEMENT SYSTEM, LITHIUM-ION",31,16,2026-05-16T19:22:44.554918+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BATTERY MANAGEMENT SYSTEM, BMS, SIMULINK",23,23,2026-05-16T19:22:44.554963+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","HIGH VOLTAGE, EMBEDDED C++, BMS",15,16,2026-05-16T19:22:44.555011+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Southeast Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, BATTERY MANAGEMENT SYSTEM, LITHIUM-ION",15,19,2026-05-16T19:22:44.555054+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",East Michigan,"Battery management system Platforms, Cloud Infrastructure Services","BATTERY MANAGEMENT SYSTEM, SIMULINK, LITHIUM-ION",31,14,2026-05-16T19:22:44.555101+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, HIGH VOLTAGE, MATLAB",19,24,2026-05-16T19:22:44.555142+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, HIGH VOLTAGE, SIMULINK",33,14,2026-05-16T19:22:44.555187+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","CAN BUS, BMS, EMBEDDED C++",29,17,2026-05-16T19:22:44.555228+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Northwest Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, MATLAB, BATTERY MANAGEMENT SYSTEM",26,14,2026-05-16T19:22:44.555274+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, CAN BUS, ISO 26262",35,17,2026-05-16T19:22:44.555317+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","EMBEDDED C++, BMS, AUTOSAR",35,13,2026-05-16T19:22:44.555362+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, LITHIUM-ION, ISO 26262",20,21,2026-05-16T19:22:44.555403+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","AUTOSAR, LITHIUM-ION, BMS",24,15,2026-05-16T19:22:44.555447+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",North East Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, SIMULINK, BATTERY MANAGEMENT SYSTEM",32,26,2026-05-16T19:22:44.555488+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Lead EV Battery Software Engineer Architect,"Michigan, USA",North East Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, HIGH VOLTAGE, AUTOSAR",21,25,2026-05-16T19:22:44.555534+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Senior EV Battery Software Engineer,"Michigan, USA",West Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, HIGH VOLTAGE, LITHIUM-ION",31,16,2026-05-16T19:22:44.555577+00:00
