Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['BMS', 'LIN Bus', 'Power Electronics', 'Thermal Management']",28,21,2026-05-16T19:13:21.147941+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",East Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'CAN Bus', 'ISO 26262', 'Matlab']",21,18,2026-05-16T19:13:21.147951+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['Drivetrain Integration', 'Lithium-ion Safety', 'Power Electronics', 'Thermal Management']",35,8,2026-05-16T19:13:21.147959+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",South Central Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'ISO 26262', 'Lithium-ion Safety', 'Matlab']",20,19,2026-05-16T19:13:21.147967+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['BMS', 'High Voltage', 'LIN Bus', 'Power Electronics']",34,12,2026-05-16T19:13:21.147974+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'CAN Bus', 'Power Electronics', 'UDS']",22,14,2026-05-16T19:13:21.147982+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Upper Peninsula,AUTOSAR & ISO 26262 Frameworks,"['BMS', 'Drivetrain Integration', 'LIN Bus', 'Thermal Management']",19,10,2026-05-16T19:13:21.147989+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['LIN Bus', 'Lithium-ion Safety', 'Matlab', 'Simulink']",16,15,2026-05-16T19:13:21.147996+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'BMS', 'Embedded C++', 'High Voltage']",24,8,2026-05-16T19:13:21.148004+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['Embedded C++', 'ISO 26262', 'Matlab', 'UDS']",18,17,2026-05-16T19:13:21.148014+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",North East Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'BMS', 'CAN Bus', 'High Voltage']",15,18,2026-05-16T19:13:21.148023+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['High Voltage', 'ISO 26262', 'LIN Bus', 'Lithium-ion Safety']",32,14,2026-05-16T19:13:21.148030+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'Drivetrain Integration', 'Matlab', 'Simulink']",31,16,2026-05-16T19:13:21.148038+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['Lithium-ion Safety', 'Matlab', 'Simulink', 'UDS']",34,12,2026-05-16T19:13:21.148053+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['AUTOSAR', 'BMS', 'Drivetrain Integration', 'High Voltage']",15,20,2026-05-16T19:13:21.148062+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['Drivetrain Integration', 'High Voltage', 'Lithium-ion Safety', 'Power Electronics']",31,9,2026-05-16T19:13:21.148069+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Lithium-ion Safety', 'Simulink', 'Thermal Management']",16,17,2026-05-16T19:13:21.148077+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'ISO 26262', 'LIN Bus', 'Lithium-ion Safety']",34,16,2026-05-16T19:13:21.148084+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Southeast Michigan,AUTOSAR & ISO 26262 Frameworks,"['CAN Bus', 'LIN Bus', 'Lithium-ion Safety', 'Power Electronics']",35,8,2026-05-16T19:13:21.148092+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Southeast Michigan,AUTOSAR & ISO 26262 Frameworks,"['Embedded C++', 'LIN Bus', 'Matlab', 'UDS']",23,19,2026-05-16T19:13:21.148100+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",South Central Michigan,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'High Voltage', 'Matlab', 'UDS']",15,17,2026-05-16T19:13:21.148107+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",South Central Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'LIN Bus', 'Matlab', 'Thermal Management']",27,15,2026-05-16T19:13:21.148114+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",North East Michigan,High Voltage Power Electronics Architecture,"['BMS', 'High Voltage', 'Matlab', 'Power Electronics']",18,18,2026-05-16T19:13:21.148122+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",North East Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'Drivetrain Integration', 'Matlab', 'Power Electronics']",32,10,2026-05-16T19:13:21.148129+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Embedded C++', 'LIN Bus', 'Thermal Management']",31,22,2026-05-16T19:13:21.148136+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'CAN Bus', 'High Voltage', 'UDS']",15,9,2026-05-16T19:13:21.148143+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['BMS', 'High Voltage', 'Simulink', 'UDS']",24,18,2026-05-16T19:13:21.148157+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",North East Michigan,AUTOSAR & ISO 26262 Frameworks,"['ISO 26262', 'LIN Bus', 'Power Electronics', 'Simulink']",20,8,2026-05-16T19:13:21.148167+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['Embedded C++', 'High Voltage', 'Thermal Management', 'UDS']",26,19,2026-05-16T19:13:21.148174+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'High Voltage', 'Power Electronics', 'UDS']",22,24,2026-05-16T19:13:21.148181+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Embedded C++', 'Lithium-ion Safety', 'Matlab']",35,16,2026-05-16T19:13:21.148189+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['High Voltage', 'LIN Bus', 'Power Electronics', 'UDS']",32,16,2026-05-16T19:13:21.148196+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Embedded C++', 'ISO 26262', 'Simulink']",25,20,2026-05-16T19:13:21.148215+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'Power Electronics', 'Simulink', 'Thermal Management']",17,20,2026-05-16T19:13:21.148225+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'Drivetrain Integration', 'ISO 26262', 'Power Electronics']",34,28,2026-05-16T19:13:21.148233+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['Embedded C++', 'High Voltage', 'ISO 26262', 'LIN Bus']",28,15,2026-05-16T19:13:21.148240+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'LIN Bus', 'Lithium-ion Safety', 'Simulink']",28,17,2026-05-16T19:13:21.148255+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'CAN Bus', 'High Voltage', 'Matlab']",29,25,2026-05-16T19:13:21.148264+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'ISO 26262', 'Matlab', 'Power Electronics']",35,12,2026-05-16T19:13:21.148272+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['Drivetrain Integration', 'High Voltage', 'Lithium-ion Safety', 'Simulink']",21,12,2026-05-16T19:13:21.148286+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['Drivetrain Integration', 'ISO 26262', 'Thermal Management', 'UDS']",31,12,2026-05-16T19:13:21.148296+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Lithium-ion Safety', 'Power Electronics', 'UDS']",35,26,2026-05-16T19:13:21.148304+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",West Michigan,AUTOSAR & ISO 26262 Frameworks,"['ISO 26262', 'LIN Bus', 'Matlab', 'Power Electronics']",17,25,2026-05-16T19:13:21.148311+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['High Voltage', 'LIN Bus', 'Power Electronics', 'Simulink']",18,13,2026-05-16T19:13:21.148318+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['LIN Bus', 'Matlab', 'Power Electronics', 'UDS']",15,18,2026-05-16T19:13:21.148325+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",North East Michigan,AUTOSAR & ISO 26262 Frameworks,"['Drivetrain Integration', 'Lithium-ion Safety', 'Power Electronics', 'Thermal Management']",24,22,2026-05-16T19:13:21.148332+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['LIN Bus', 'Lithium-ion Safety', 'Matlab', 'Simulink']",23,12,2026-05-16T19:13:21.148340+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",South Central Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'BMS', 'Power Electronics', 'UDS']",18,12,2026-05-16T19:13:21.148347+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Lithium-ion Safety', 'Thermal Management', 'UDS']",34,27,2026-05-16T19:13:21.148354+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'BMS', 'CAN Bus', 'Matlab']",33,27,2026-05-16T19:13:21.148361+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['BMS', 'ISO 26262', 'Simulink', 'Thermal Management']",22,15,2026-05-16T19:13:21.148369+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'CAN Bus', 'Embedded C++', 'ISO 26262']",26,10,2026-05-16T19:13:21.148376+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,AUTOSAR & ISO 26262 Frameworks,"['BMS', 'Drivetrain Integration', 'Embedded C++', 'High Voltage']",19,24,2026-05-16T19:13:21.148383+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",South Central Michigan,High Voltage Power Electronics Architecture,"['Embedded C++', 'ISO 26262', 'Power Electronics', 'Simulink']",30,28,2026-05-16T19:13:21.148397+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Embedded C++', 'Simulink', 'Thermal Management']",27,23,2026-05-16T19:13:21.148406+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'High Voltage', 'Lithium-ion Safety', 'UDS']",20,14,2026-05-16T19:13:21.148414+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'ISO 26262', 'Lithium-ion Safety', 'Thermal Management']",28,8,2026-05-16T19:13:21.148421+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",East Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'CAN Bus', 'ISO 26262', 'Thermal Management']",22,14,2026-05-16T19:13:21.148429+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",South Central Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'CAN Bus', 'Drivetrain Integration', 'Lithium-ion Safety']",17,13,2026-05-16T19:13:21.148436+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",North East Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'Drivetrain Integration', 'Matlab', 'Simulink']",30,18,2026-05-16T19:13:21.148443+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",South Central Michigan,AUTOSAR & ISO 26262 Frameworks,"['BMS', 'CAN Bus', 'ISO 26262', 'Thermal Management']",22,21,2026-05-16T19:13:21.148451+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['LIN Bus', 'Matlab', 'Power Electronics', 'Thermal Management']",34,20,2026-05-16T19:13:21.148458+00:00
